@relation first_attribute_v6-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement-V

@attribute source string
@attribute text string
@attribute positive_words numeric
@attribute negative_words numeric
@attribute negative_adverbs numeric
@attribute punctuation_sum numeric
@attribute punctuation_exclamation numeric
@attribute negation numeric
@attribute class {0,1}

@data
yelp,'On a positive note, our server was very attentive and provided great service.',3,0,0,2,0,0,1
imdb,'His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.',3,0,0,3,0,1,1
amazon,'The \"1.2\" mega pixel camera, being a part of a phone, is reasonably good7.',1,0,0,4,0,0,1
imdb,'Stanwyck and Morgan are perfectly cast in what is, in many ways, a modern equivalent of Dickens\" Christmas Carol in its sensibility.',2,0,0,3,0,0,1
yelp,'The burger is good beef, cooked just right.',2,0,0,2,0,0,1
amazon,'Perfect for the PS3.',1,0,0,1,0,0,1
imdb,'The kids are very cool too.',1,0,0,1,0,0,1
yelp,'We ordered the duck rare and it was pink and tender on the inside with a nice char on the outside.',2,0,0,1,0,0,1
imdb,'Cinematography: The film was shot in an interesting way.',1,0,0,1,0,0,1
amazon,'These are fabulous!',1,0,0,1,1,0,1
imdb,'In other words, the content level of this film is enough to easily fill a dozen other films.',1,0,0,2,0,0,1
yelp,'The portion was huge!',0,0,0,1,1,0,1
imdb,'Simply beautiful.',1,0,0,1,0,0,1
yelp,'The Heart Attack Grill in downtown Vegas is an absolutely flat-lined excuse for a restaurant.',0,2,0,1,0,0,0
imdb,'The last 15 minutes of movie are also not bad as well.',1,1,0,1,0,1,1
amazon,'This is a great product..... sure beats using your fingers!.',1,0,0,7,1,0,1
amazon,'The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.',1,0,0,1,0,0,1
amazon,'It defeats the purpose of a bluetooth headset.',1,0,0,1,0,0,0
imdb,'Very nice and relaxing late night viewing.',1,0,0,1,0,0,1
amazon,'Better Than New.',1,0,0,1,0,0,1
yelp,'We\"d definitely go back here again.',0,0,0,1,0,0,1
imdb,'Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.',0,1,0,3,0,1,0
yelp,'Great food and service, huge portions and they give a military discount.',1,0,0,2,0,0,1
amazon,'Horrible, horrible protector.',0,2,0,2,0,0,0
amazon,'However, the keypads are so tinny that I sometimes reach the wrong buttons.',0,1,0,2,0,0,0
amazon,'It\"s kind of embarrassing to use because of how it looks and mostly it\"s embarrassing how child-like the company is.',0,2,0,1,0,0,0
imdb,'The suspense builders were good, & just cross the line from G to PG.',1,0,0,2,0,0,1
amazon,'And the sound quality is great.',1,0,0,1,0,0,1
imdb,'I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.',0,1,0,3,0,0,1
amazon,'Earbud piece breaks easily.',0,1,0,1,0,0,0
imdb,'The worst one of the series.',0,1,0,1,0,0,0
amazon,'This company charge me a restocking fee and still not given me my refund back.',1,0,0,1,0,1,0
imdb,'Another thing I didn\"t really like is when a character got punched in the face, a gallon of blood would spew forth soon after.',1,1,0,2,0,1,0
yelp,'Hell no will I go back',0,1,0,0,0,1,0
yelp,'The sweet potato fries were very good and seasoned well.',4,0,0,1,0,0,1
yelp,'Today is the second time I\"ve been to their lunch buffet and it was pretty good.',2,0,0,1,0,0,1
amazon,'Excellent bluetooth headset.',1,0,0,1,0,0,1
yelp,'Coming here is like experiencing an underwhelming relationship where both parties can\"t wait for the other person to ask to break up.',1,1,0,1,0,1,0
amazon,'I am glad I purchased it.',1,0,0,1,0,0,1
imdb,'What is even more stupid is that who had thought an idea that there should be a volcano in Los Angeles?',0,1,0,1,0,0,0
yelp,'This place has it!',0,0,0,1,1,0,1
yelp,'The pan cakes everyone are raving about taste like a sugary disaster tailored to the palate of a six year old.',1,3,0,1,0,0,0
amazon,'It is simple to use and I like it.',1,0,0,1,0,0,1
amazon,'We received a WHITE colored battery that goes DEAD after a couple hoursTHe original used to last a week - but still lasts longer than thereplacement',0,1,0,0,0,0,0
imdb,'It is an insane game.',0,1,0,1,0,0,1
imdb,') a happy, wonderful, feel good ending!',3,0,0,3,1,0,1
amazon,'I\"m happy about this purchase- good quality and low price.',2,0,0,1,0,0,1
amazon,'Uncomfortable In the Ear, Don\"t use with LG VX9900 (EnV).',0,1,0,2,0,1,0
amazon,'The speaker is of low quality so as making the ring tones sound very cheap.',0,1,0,1,0,0,0
amazon,'I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their end.',1,1,0,1,0,1,1
amazon,'Couldn\"t use the unit with sunglasses, not good in Texas!',1,0,0,2,1,1,0
imdb,'Now you know why I gave it a 10+!',1,0,0,1,1,0,1
yelp,'We\"ll never go again.',0,0,0,1,0,1,0
yelp,'Will be back again!',0,0,0,1,1,0,1
imdb,'The Wind and the Lion is well written and superbly acted.',2,0,0,1,0,0,1
yelp,'It was not good.',1,0,0,1,0,1,0
amazon,'Case was more or less an extra that I originally put on but later discarded because it scratched my ear.',0,1,0,1,0,0,0
imdb,'To be honest with you, this is unbelievable nonsense and very foolish.',1,3,0,2,0,0,0
yelp,'The only good thing was our waiter, he was very helpful and kept the bloddy mary\"s coming.',2,0,0,2,0,0,1
amazon,'Great bluetooth!.',1,0,0,2,1,0,1
imdb,'There were several moments in the movie that just didn\"t need to be there and were excruciatingly slow moving.',0,2,0,1,0,1,0
amazon,'This phone is slim and light and the display is beautiful.',1,0,0,1,0,0,1
imdb,'It deserves strong love.',2,0,0,1,0,0,1
yelp,'Maybe it\"s just their Vegetarian fare, but I\"ve been twice and I thought it was average at best.',1,0,0,2,0,0,0
amazon,'It doesn\"t work in Europe or Asia.',1,0,0,1,0,1,0
yelp,'Will go back next trip out.',0,0,0,1,0,0,1
yelp,'Sooooo good!!',1,0,0,2,2,0,1
imdb,'I struggle to find anything bad to say about it.',0,2,0,1,0,0,1
imdb,'I was deeply impressed with the character he played.',1,0,0,1,0,0,1
amazon,'Gets the job done.',0,0,0,1,0,0,1
amazon,'Appears to actually outperform the original battery from China that came with my V325i.',1,0,0,1,0,0,1
imdb,'The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I\"ve ever seen.',2,1,0,2,0,0,0
yelp,'Check it out.',0,0,0,1,0,0,1
yelp,'It was pretty gross!',1,1,0,1,1,0,0
yelp,'I\"ve had better atmosphere.',1,0,0,1,0,0,0
imdb,'I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.',1,1,0,6,0,1,0
yelp,'Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.',1,1,0,2,0,0,0
imdb,'Everything about it is just bad.',0,1,0,1,0,0,0
amazon,'They refuse to refund or replace.',1,1,0,1,0,0,0
amazon,'I especially love the long battery life.',1,0,0,1,0,0,1
imdb,'putting the race card aside, lets look at the major flaw in the film: they destroy latifa\"s character.',0,2,0,2,0,0,0
amazon,'I used bitpim (a free program you can find on the internet)to transfer data to the phone.The price of the cable was excellent.',2,0,0,2,0,0,1
imdb,'It will drive you barking mad!',0,1,0,1,1,0,0
yelp,'Bland... Not a liking this place for a number of reasons and I don\"t want to waste time on bad reviewing.. I\"ll leave it at that...',1,3,0,8,0,2,0
yelp,'Phenomenal food, service and ambiance.',1,0,0,2,0,0,1
amazon,'It was horrible!.',0,1,0,2,1,0,0
imdb,'I understand that it\"s supposed to be a cheap popcorn comedy, but that doesn\"t mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.',2,3,0,3,0,1,0
amazon,'Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.',1,0,0,3,0,0,1
imdb,'Do not waste your time.',0,1,0,1,0,1,0
amazon,'Don\"t buy it.',0,0,0,1,0,1,0
amazon,'Not good when wearing a hat or sunglasses.',1,0,0,1,0,1,0
imdb,'I left the theater with a lilt in my step, joy in my heart and hope for the human race.',1,0,0,2,0,0,1
imdb,'I wasn\"t expecting Oscar material, but this?',0,0,0,2,0,1,0
imdb,'The character developments also lacked in depth.',0,1,0,1,0,0,0
amazon,':-)Oh, the charger seems to work fine.',2,0,0,2,0,0,1
yelp,'He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.',1,1,0,2,0,0,0
amazon,'It was quite comfortable in the ear.',1,0,0,1,0,0,1
yelp,'Don\"t do it!!!!',0,0,0,4,4,1,0
yelp,'The waiter wasn\"t helpful or friendly and rarely checked on us.',2,0,0,1,0,1,0
imdb,'An AMAZING finale to possibly the BEST trilogy of all time!',2,0,0,1,1,0,1
imdb,'Also the music by Mark Snow is possibly the best score I\"ve ever heard.',1,0,0,1,0,0,1
amazon,'Due to this happening on every call I was forced to stop using this headset.',0,0,0,1,0,0,0
amazon,'It only recognizes the Phone as its storage device.',0,0,0,1,0,0,0
yelp,'I don\"t know what the big deal is about this place, but I won\"t be back \"ya\"all\".',0,0,0,2,0,2,0
yelp,'The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.',0,3,1,2,0,0,0
amazon,'I would recommend it.',1,0,0,1,0,0,1
yelp,'We watched our waiter pay a lot more attention to other tables and ignore us.',0,1,0,1,0,0,0
imdb,'But it wasn\"t until I watched this film that I realised how great he actually was.',1,0,0,1,0,1,1
imdb,'Every time he opened his mouth you expect to hear, \"you see kids...\" Pulling the plug was a mercy killing for this horrible show.',1,2,0,5,0,0,0
yelp,'We waited for forty five minutes in vain.',0,1,0,1,0,0,0
amazon,'I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.',0,1,0,1,0,1,0
amazon,'Please dont waste your money.',0,1,0,1,0,0,0
amazon,'I love my 350 headset.. My Jabra350 bluetooth headset is great, the reception is very good and the ear piece is a comfortable fit.',4,0,0,4,0,0,1
imdb,'This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.',2,4,0,3,0,0,0
amazon,'I\"m very disappointed with my decision.',0,1,0,1,0,0,0
amazon,'Excellent dual-purpose headset.',1,0,0,1,0,0,1
amazon,'if you simply want a small flip phone -- look elsewhere as the extra bells & whistles are mediocre.',0,1,0,1,0,0,0
imdb,'This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.',1,0,0,3,0,1,0
imdb,'Both do good jobs and are quite amusing.',2,0,0,1,0,0,1
yelp,'Their menu is diverse, and reasonably priced.',1,0,0,2,0,0,1
amazon,'I great reception all the time.',1,0,0,1,0,0,1
amazon,'Authentic leather with nice shine and comfort .I recommend you this case !!',5,1,0,3,2,0,1
yelp,DELICIOUS!!,1,0,0,2,2,0,1
yelp,'This place is hands-down one of the best places to eat in the Phoenix metro area.',2,0,0,1,0,0,1
yelp,'So don\"t go there if you are looking for good food...',1,0,0,3,0,1,0
yelp,'I\"ve never been treated so bad.',0,1,0,1,0,1,0
amazon,'The plug did not work very well.',2,0,0,1,0,1,0
amazon,'Very wind-resistant.',0,0,0,1,0,0,1
amazon,'Nice design and quality.',1,0,0,1,0,0,1
yelp,'The waitresses are very friendly.',1,0,0,1,0,0,1
amazon,'Great Phone.',1,0,0,1,0,0,1
yelp,'Everything on the menu is terrific and we were also thrilled that they made amazing accommodations for our vegetarian daughter.',3,0,0,1,0,0,1
imdb,'There is simply no excuse for something this poorly done.',0,2,0,1,0,1,0
amazon,'This is by far the worst purchase I\"ve made on Amazon.',0,1,0,1,0,0,0
amazon,'Unfortunately it will not recharge my iPhone 4s, despite connecting it from multiple power sources (iMac, external battery, wall outlet, etc).',0,1,0,5,0,1,0
amazon,'It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.',0,3,0,3,0,0,0
amazon,'A week later after I activated it, it suddenly died.',0,1,0,2,0,0,0
imdb,'the cast was great.',1,0,0,1,0,0,1
amazon,'Gets a signal when other Verizon phones won\"t.',0,0,0,1,0,1,1
amazon,'Great product and price.',1,0,0,1,0,0,1
amazon,'The Jabra EarGels fit my ears very well.',1,0,0,1,0,0,1
imdb,'So mediocre in every aspect that it just becomes a dull, uninteresting mess, this is one of the most forgettable movies I\"ve seen.',0,3,0,3,0,0,0
yelp,'I ordered the Lemon raspberry ice cocktail which was also incredible.',1,1,0,1,0,0,1
amazon,'The company shipped my product very promptly and it works well.',3,0,0,1,0,0,1
amazon,'My colleague & I now get great reception.A little expensive, but performance is great.',2,1,1,3,0,0,1
yelp,'What I really like there is the crepe station.',1,0,0,1,0,0,1
imdb,'Non-linear narration thus many flashbacks and every part are articulated quite well.',1,0,0,1,0,0,1
imdb,'Hated it.',0,1,0,1,0,0,0
amazon,'Definitely a bargain.',1,0,0,1,0,0,1
yelp,'When my order arrived, one of the gyros was missing.',0,1,0,2,0,0,0
amazon,'Highly recommend for any one who has a blue tooth phone.',1,0,0,1,0,0,1
yelp,'I\"m not really sure how Joey\"s was voted best hot dog in the Valley by readers of Phoenix Magazine.',2,0,0,1,0,1,0
imdb,'The hockey scenes are terrible, defensemen playing like they\"re 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.',1,1,0,4,0,0,0
imdb,'None of them are engaging or exciting.',2,0,0,1,0,0,0
amazon,'Not nearly as good looking as the AMAZON picture makes it look.',1,0,0,1,0,1,0
imdb,'I\"d advise anyone to go and see it.',0,0,0,1,0,0,1
yelp,'It is worth the drive.',1,0,0,1,0,0,1
yelp,'I had heard good things about this place, but it exceeding every hope I could have dreamed of.',2,0,0,2,0,0,1
imdb,'I let my girlfriend talk me into seeing this - bad idea, we both hated it.',0,2,0,2,0,0,0
amazon,'Do Not Buy for D807...wrongly advertised for D807.',0,0,0,4,0,1,0
amazon,'what a disappointment',0,1,0,0,0,0,0
yelp,'Service is friendly and inviting.',1,0,0,1,0,0,1
amazon,'My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!',1,2,0,9,3,0,0
amazon,'Audio Quality is poor, very poor.',0,2,0,2,0,0,0
yelp,'The WORST EXPERIENCE EVER.',0,1,0,1,0,0,0
yelp,'The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!',1,0,0,19,19,0,1
imdb,'The lead man is charisma-free.',1,0,0,1,0,0,0
amazon,'I was very excited to get this headset because I thought it was really cute.',2,0,0,1,0,0,1
yelp,'For about 10 minutes, we we\"re waiting for her salad when we realized that it wasn\"t coming any time soon.',0,0,0,2,0,1,0
yelp,'My friend loved the salmon tartar.',1,0,0,1,0,0,1
amazon,'Awsome Device Works Great!!.',3,0,0,3,2,0,1
yelp,'Extremely Tasty!',1,0,0,1,1,0,1
amazon,'This BlueAnt Supertooth hands-free phone speaker is AWESOME.',1,0,0,1,0,0,1
yelp,'We\"ve have gotten a much better service from the pizza place next door than the services we received from this restaurant.',1,0,0,1,0,0,0
yelp,'The Jamaican mojitos are delicious.',1,0,0,1,0,0,1
yelp,'Which are small and not worth the price.',1,0,0,1,0,1,0
yelp,'- the food is rich so order accordingly.',1,0,0,1,0,0,1
amazon,'Linksys should have some way to exchange a bad phone for a refurb unit or something!',0,1,0,1,1,0,0
yelp,'The service was a bit lacking.',0,1,0,1,0,0,0
imdb,'there is no real plot.',0,1,0,1,0,1,0
imdb,'The story itself is just predictable and lazy.',0,1,0,1,0,0,0
amazon,'Does Not Work.',1,0,0,1,0,1,0
amazon,'Worst software ever used.... If I could give this zero stars I would.',0,1,0,5,0,0,0
imdb,'This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.',1,1,0,1,0,0,0
imdb,'I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.',2,0,0,3,0,0,1
yelp,'As for the \"mains,\" also uninspired.',0,1,0,2,0,0,0
amazon,'I\"m still infatuated with this phone.',0,0,0,1,0,0,1
yelp,'This wonderful experience made this place a must-stop whenever we are in town again.',1,0,0,1,0,0,1
amazon,'We would recommend these to others.',1,0,0,1,0,0,1
imdb,'I wish I could enter negative values, admins?',0,1,0,2,0,0,0
imdb,'The attractive set used throughout most of the film is an eye-pleasing gem.',2,0,0,1,0,0,1
yelp,'Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV\"s.',1,0,0,1,0,0,1
amazon,'Worst Customer Service Ever.',0,1,0,1,0,0,0
imdb,'This gets a 1 out of 10, simply because there\"s nothing lower.',0,0,0,2,0,1,0
imdb,'It failed to convey the broad sweep of landscapes that were a great part of the original.',1,1,0,1,0,0,0
amazon,'Avoid this one if you can.',0,1,0,1,0,0,0
imdb,'I can think of no other film where something vitally important occurs every other minute.',1,0,0,1,0,1,1
yelp,'Horrible - don\"t waste your time and money.',0,2,0,1,0,1,0
imdb,'It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.',3,0,0,2,0,0,1
amazon,'What a waste of money and time!.',0,1,0,2,1,0,0
imdb,'In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.',2,1,0,1,0,1,0
amazon,'I\"m really disappointed all I have now is a charger that doesn\"t work.',1,1,0,1,0,1,0
amazon,'This case seems well made.',1,0,0,1,0,0,1
yelp,'Seriously flavorful delights, folks.',0,0,0,2,0,0,1
imdb,'Clever and a real crowd-pleaser--this film still ranks among Mickey\"s best films even after 80 wonderful years.',3,0,0,1,0,0,1
amazon,'Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!',0,1,0,3,2,0,0
amazon,'it did not work in my cell phone plug i am very up set with the charger!.',1,0,0,2,1,1,0
amazon,'Works great, when my cat attacked the phone he scratched the protective strip instead of destroying the screen.',3,1,0,2,0,0,1
imdb,'I saw it as a child on TV back in 1973, when it was \"The Stranger\" and I loved it.',1,0,0,2,0,0,1
imdb,'At no point in the proceedings does it look remotely like America.',1,0,0,1,0,1,0
amazon,'Don\"t waste your $$$ on this one.',0,1,0,1,0,1,0
imdb,'So bad.',0,1,0,1,0,0,0
amazon,'I bought it for my mother and she had a problem with the battery.',0,1,0,1,0,0,0
yelp,'Fantastic service here.',1,0,0,1,0,0,1
amazon,'Its a total package.',0,0,0,1,0,0,1
imdb,'The camera really likes her in this movie.',1,0,0,1,0,0,1
imdb,'By the time the film ended, I not only disliked it, I despised it.',0,2,0,3,0,1,0
yelp,'I hope this place sticks around.',0,0,0,1,0,0,1
imdb,'It\"s practically perfect in all of them  a true masterpiece in a sea of faux \"masterpieces.',2,0,0,1,0,0,1
amazon,'Also makes it easier to hold on to.',1,0,0,1,0,0,1
yelp,'I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.',1,0,0,1,0,0,0
yelp,'The seafood was fresh and generous in portion.',2,0,0,1,0,0,1
yelp,'Plus, it\"s only 8 bucks.',0,0,0,2,0,0,1
amazon,Incredible!.,1,0,0,2,1,0,1
yelp,'Thus far, have only visited twice and the food was absolutely delicious each time.',1,0,0,2,0,0,1
amazon,'You get extra minutes so that you can carry out the call and not get cut off.\"',0,0,0,1,0,1,1
imdb,'But it picked up speed and got right to the point.',1,0,0,1,0,0,1
imdb,'I am so tired of clichés that is just lazy writing, and here they come in thick and fast.',1,2,0,2,0,0,0
imdb,'i wouldnt see this movie again for free.',1,0,0,1,0,0,0
amazon,'Otherwise, easy to install and use, clear sound.',2,0,0,3,0,0,1
amazon,'good protection and does not make phone too bulky.',2,1,0,1,0,1,1
amazon,'This phone works great.',2,0,0,1,0,0,1
amazon,'The bottowm line...another worthless, cheap gimmick from Sprint.',0,3,0,5,0,0,0
imdb,'Definitely worth checking out.',1,0,0,1,0,0,1
yelp,'The goat taco didn\"t skimp on the meat and wow what FLAVOR!',1,0,0,1,1,1,1
imdb,'Long, whiny and pointless.',0,2,0,2,0,0,0
yelp,'I had the mac salad and it was pretty bland so I will not be getting that again.',1,1,0,1,0,1,0
yelp,'I went to Bachi Burger on a friend\"s recommendation and was not disappointed.',1,1,0,1,0,1,1
amazon,'I\"ve bought $5 wired headphones that sound better than these.',1,0,0,1,0,0,0
amazon,'I found this product to be waaay too big.',0,0,0,1,0,0,0
imdb,'This is a witty and delightful adaptation of the Dr Seuss book, brilliantly animated by UPA\"s finest and thoroughly deserving of its Academy Award.',6,0,0,2,0,0,1
yelp,'I would definitely recommend the wings as well as the pizza.',2,0,0,1,0,0,1
amazon,'I cannot make calls at certain places.',0,0,0,1,0,0,0
imdb,'Loved the casting of Jimmy Buffet as the science teacher.',1,0,0,1,0,0,1
imdb,'If only someone involved with it knew how to string together narrative!',0,0,0,1,1,0,0
amazon,'Sending it back.',0,0,0,1,0,0,0
amazon,'I\"ll be looking for a new earpiece.',0,0,0,1,0,0,0
imdb,'The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.',1,0,0,1,0,0,1
imdb,'Very disappointing.',0,1,0,1,0,0,0
imdb,'Not frightening in the least, and barely comprehensible.',0,1,0,2,0,1,0
yelp,'I live in the neighborhood so I am disappointed I won\"t be back here, because it is a convenient location.',1,1,0,2,0,1,0
imdb,'The result is a film that just don\"t look right.',1,0,0,1,0,1,0
imdb,'It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.',0,2,0,1,0,1,0
amazon,'The real killer is the volume, and of course it breaking.',0,2,0,2,0,0,0
yelp,'I love the fact that everything on their menu is worth it.',2,0,0,1,0,0,1
imdb,'The best scene in the movie is at the end, but I won\"t spoil it.',1,1,0,2,0,1,1
imdb,'Feelings, thoughts...Gabriel\"s discomfort during the dance...all these intangibles leap to life and come within the viewer\"s grasp in Huston\"s portrayal.',0,1,0,8,0,0,1
amazon,'Worth every penny.',1,0,0,1,0,0,1
imdb,'It was so BORING!',0,1,0,1,1,0,0
amazon,'Great for iPODs too.',1,0,0,1,0,0,1
yelp,'Food was really boring.',0,1,0,1,0,0,0
amazon,'Integrated seamlessly with the Motorola RAZR phone.',1,0,0,1,0,0,1
yelp,'This greedy corporation will NEVER see another dime from me!',0,1,0,1,1,1,0
yelp,'Will never, ever go back.',0,0,0,2,0,1,0
amazon,'Don\"t buy this product.',0,0,0,1,0,1,0
yelp,'In the summer, you can dine in a charming outdoor patio - so very delightful.',2,0,0,2,0,0,1
amazon,'Now I know that I made a wise decision.',1,0,0,1,0,0,1
yelp,'Fantastic food!',1,0,0,1,1,0,1
imdb,'The new characters weren\"t all that memorable, and I found myself forgetting who was who.',1,0,0,2,0,1,0
yelp,'The food was very good.',1,0,0,1,0,0,1
amazon,'AMAZON SUCKS.',0,1,0,1,0,0,0
yelp,'This is my new fav Vegas buffet spot.',1,0,0,1,0,0,1
yelp,'The bus boy on the other hand was so rude.',0,1,0,1,0,0,0
imdb,'Omit watching this.',0,1,0,1,0,0,0
yelp,'Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.',3,0,0,3,0,0,1
amazon,'It finds my cell phone right away when I enter the car.',1,0,0,1,0,0,1
yelp,'All the bread is made in-house!',0,0,0,1,1,0,1
amazon,'That\"s a huge design flaw (unless I\"m not using it correctly, which I don\"t think is the case).',1,1,0,2,0,2,0
amazon,'Works for me.',1,0,0,1,0,0,1
imdb,'Your brain will attempt to shut-down as part of a primal impulse of self-preservation.',0,0,0,1,0,0,0
yelp,'A couple of months later, I returned and had an amazing meal.',1,0,0,2,0,0,1
amazon,'I love the ringtones because they are so upbeat!',2,0,0,1,1,0,1
yelp,'The black eyed peas and sweet potatoes... UNREAL!',2,0,0,4,1,0,1
amazon,'Comfortable, Nice Range, Good Battery Life.',3,0,0,3,0,0,1
amazon,'Razr Battery - Good buy.',1,0,0,1,0,0,1
imdb,'However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.',1,0,0,3,0,0,1
yelp,'When my mom and I got home she immediately got sick and she only had a few bites of salad.',0,1,0,1,0,0,0
