@relation first_attribute_v6-weka.filters.unsupervised.instance.Resample-S1-Z70.0

@attribute source string
@attribute text string
@attribute positive_words numeric
@attribute negative_words numeric
@attribute negative_adverbs numeric
@attribute punctuation_sum numeric
@attribute punctuation_exclamation numeric
@attribute negation numeric
@attribute class {0,1}

@data
imdb,'I don\"t know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family\"s memories.',2,0,0,2,0,1,1
imdb,'The plot doesn\"t hang together at all, and the acting is absolutely appalling.',0,3,0,2,0,1,0
yelp,'Everything was gross.',0,1,0,1,0,0,0
amazon,'Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.',1,1,0,3,0,1,0
imdb,'But I recommend waiting for their future efforts, let this one go.',1,0,0,2,0,0,0
amazon,'Bluetooth range is good - a few days ago I left my phone in the trunk, got a call, and carried the conversation without a hitch.',1,0,0,3,0,0,1
amazon,'I\"ve dropped my phone more times than I can say, even on concrete and my phone is still great (knock on wood!).',1,0,0,3,1,0,1
amazon,'The phone gets EXTREMELY HOT!',1,0,0,1,1,0,0
yelp,'This is the place where I first had pho and it was amazing!!',1,0,0,2,2,0,1
imdb,'Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.',3,0,0,1,0,0,1
yelp,'On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.',2,0,0,2,0,0,0
yelp,'I miss it and wish they had one in Philadelphia!',0,1,0,1,1,0,1
yelp,'This is a great restaurant at the Mandalay Bay.',1,0,0,1,0,0,1
amazon,'Its not user friendly.',1,0,0,1,0,1,0
amazon,'I love the ringtones because they are so upbeat!',2,0,0,1,1,0,1
yelp,'I really enjoyed Crema Café before they expanded; I even told friends they had the BEST breakfast.',2,0,0,1,0,0,1
yelp,'Appetite instantly gone.',1,0,0,1,0,0,0
yelp,'We won\"t be returning.',0,0,0,1,0,1,0
yelp,'Everything was perfect the night we were in.',1,0,0,1,0,0,1
amazon,'Would recommend this item.',1,0,0,1,0,0,1
imdb,'Whatever prompted such a documentary is beyond me!',0,0,0,1,1,0,0
yelp,'Worst food/service I\"ve had in a while.',0,1,0,1,0,0,0
imdb,'The lines, the cuts, the audio, everything is wrong.',0,1,0,4,0,0,0
amazon,'the charger worked for about a week and then completely stopped charging my phone.',1,0,0,1,0,0,0
yelp,'The salad had just the right amount of sauce to not over power the scallop, which was perfectly cooked.',2,0,0,2,0,1,1
yelp,'A greasy, unhealthy meal.',0,2,0,2,0,0,0
yelp,'All I have to say is the food was amazing!!!',1,0,0,3,3,0,1
yelp,'When my order arrived, one of the gyros was missing.',0,1,0,2,0,0,0
imdb,'It handles some tough issues with dignity and grace, and, of course, has (shocking spoiler here!',3,1,0,4,1,0,1
imdb,'Not sure who was more lost - the flat characters or the audience, nearly half of whom walked out.',0,1,0,2,0,1,0
yelp,'This place is great!!!!!!!!!!!!!!',1,0,0,14,14,0,1
amazon,'Too bad you have to pay up to $$$ a month for the service!',0,1,0,1,1,0,0
imdb,'The lighting is awful.',0,1,0,1,0,0,0
amazon,'the phone was unusable and was not new.',0,1,0,1,0,1,0
yelp,'Service is quick and even \"to go\" orders are just like we like it!',2,0,0,1,1,0,1
amazon,'A Disappointment.',0,1,0,1,0,0,0
imdb,'The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they\"re delivering the line well, but whether the line itself is any good.',3,1,0,3,0,2,0
amazon,'Soyo technology sucks.',0,1,0,1,0,0,0
yelp,'Went for lunch - service was slow.',0,1,0,1,0,0,0
amazon,'Its the best headset I have used.',1,0,0,1,0,0,1
yelp,'The server was very negligent of our needs and made us feel very unwelcome... I would not suggest this place!',0,2,0,4,1,1,0
amazon,'However I needed some better instructions.',1,0,0,1,0,0,0
imdb,'His losing his marbles so early in the proceedings is totally implausible and unconvincing.',0,3,0,1,0,0,0
yelp,'And the beans and rice were mediocre at best.',1,1,0,1,0,0,0
imdb,'This is a masterful piece of film-making, with many themes simmering and occasionally boiling over in this warts and all study of the poet\"s bohemian, self-indulgent wartime years that span the aerial bombardments of London and the outward tranquillity of a Welsh coastal retreat - the borderlines between friendship, lust and love, dedication to art and experience versus practical concerns, jealousy, rivalry, cowardice and egotism versus heroism and self-sacrifice and more.',2,6,0,8,0,0,1
yelp,'They have horrible attitudes towards customers, and talk down to each one when customers don\"t enjoy their food.',1,1,0,2,0,1,0
imdb,'It\"s pretty surprising that this wonderful film was made in 1949, as Hollywood generally had its collective heads in the sand concerning black and white issues at that time.',2,1,0,2,0,0,1
imdb,'Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.',0,3,0,4,0,0,0
yelp,'We got sitting fairly fast, but, ended up waiting 40 minutes just to place our order, another 30 minutes before the food arrived.',2,0,0,4,0,0,0
amazon,'I wish I could return the unit and get back my money.',0,0,0,1,0,0,0
amazon,'Battery is terrible.',0,1,0,1,0,0,0
amazon,'Then I had to continue pairing it periodically since it somehow kept dropping.',0,0,0,1,0,0,0
yelp,'Very very fun chef.',1,0,0,1,0,0,1
imdb,'The only suspense I was feeling was the frustration at just how retarded the girls were.',0,2,0,1,0,0,0
imdb,'I understand that it\"s supposed to be a cheap popcorn comedy, but that doesn\"t mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.',2,3,0,3,0,1,0
amazon,'Pretty piece of junk.',1,1,0,1,0,0,0
yelp,'Pretty awesome place.',2,0,0,1,0,0,1
imdb,'What this film lacks is a convincing script.',1,1,0,1,0,0,0
yelp,'I won\"t try going back there even if it\"s empty.',0,0,0,1,0,1,0
yelp,'And the drinks are WEAK, people!',0,1,0,2,1,0,0
yelp,'not even a \"hello, we will be right with you.\"',1,0,0,2,0,1,0
yelp,'Hell no will I go back',0,1,0,0,0,1,0
amazon,'Don\"t buy this product.',0,0,0,1,0,1,0
amazon,'Audio Quality is poor, very poor.',0,2,0,2,0,0,0
yelp,'Best service and food ever, Maria our server was so good and friendly she made our day.',3,0,0,2,0,0,1
amazon,'(It works!)',0,0,0,1,1,0,1
amazon,'Waste of money.',0,1,0,1,0,0,0
yelp,'In an interesting part of town, this place is amazing.',2,0,0,2,0,0,1
amazon,'Fantastic buy and will get again for whatever my next phone is',1,0,0,0,0,0,1
amazon,'i\"m glad i found this product on amazon it is hard to find, it wasn\"t high priced.',1,1,0,2,0,1,1
imdb,'Okay, I like to consider myself a fair critic, so I\"ll give credit where credit\"s due--the creature effects were actually pretty cool.',4,1,0,3,0,0,1
imdb,'A bit predictable.',0,0,0,1,0,0,0
yelp,'Great brunch spot.',1,0,0,1,0,0,1
amazon,'This PDA rocks.',0,0,0,1,0,0,1
yelp,'2 times - Very Bad Customer Service !',0,2,0,1,1,0,0
amazon,'i got this phone around the end of may and i\"m completely unhappy with it.',0,1,0,1,0,0,0
amazon,'If you plan to use this in a car forget about it.',0,0,0,1,0,0,0
yelp,'Very disappointing!!!',0,1,0,3,3,0,0
amazon,'Comfortable fit - you need your headset to be comfortable for at least an hour at a time, if not for an entire day.',2,0,0,2,0,1,1
imdb,'Do not waste your time.',0,1,0,1,0,1,0
amazon,'It clicks into place in a way that makes you wonder how long that mechanism would last.',1,0,0,1,0,0,0
imdb,'Whatever prompted such a documentary is beyond me!',0,0,0,1,1,0,0
imdb,'Up there with the best of Melville.',1,0,0,1,0,0,1
amazon,'I love the camera, it\"s really pretty good quality.',3,0,0,2,0,0,1
amazon,'I love this cable - it allows me to connect any mini-USB device to my PC.',1,0,0,1,0,0,1
imdb,'His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.',3,0,0,3,0,1,1
yelp,'Went in for happy hour, great list of wines.',2,0,0,2,0,0,1
imdb,'The scripting of the subtle comedy is unmatched by any movie in recent years.',1,0,0,1,0,0,1
yelp,'Just don\"t know why they were so slow.',0,1,0,1,0,1,0
imdb,'This review is long overdue, since I consider A Tale of Two Sisters to be the single greatest film ever made.',1,1,0,2,0,0,1
yelp,'definitely will come back here again.',0,0,0,1,0,0,1
amazon,'Poorly contstruct hinge.',0,1,0,1,0,0,0
amazon,'People couldnt hear me talk and I had to pull out the earphone and talk on the phone.',0,0,0,1,0,0,0
imdb,'The cast is good.',1,0,0,1,0,0,1
imdb,'Everything from acting to cinematography was solid.',1,0,0,1,0,0,1
yelp,'I love their fries and their beans.',1,0,0,1,0,0,1
imdb,'I can\"t believe there\"s even a sequel to this!',0,0,0,1,1,1,0
yelp,'Service was slow and not attentive.',1,1,0,1,0,1,0
imdb,'MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.',2,1,0,1,0,0,1
yelp,'Pricing is a bit of a concern at Mellow Mushroom.',0,1,0,1,0,0,0
yelp,'The manager was the worst.',0,1,0,1,0,0,0
amazon,'Kind of flops around.',0,0,0,1,0,0,0
imdb,'This movie is possibly one of the most creative works of horror ever.',2,0,0,1,0,0,1
amazon,'They keep getting better and better (this is my third one and I\"ve had numerous Palms too).',2,0,0,1,0,0,1
amazon,'I found this product to be waaay too big.',0,0,0,1,0,0,0
amazon,'You can\"t beat the price on these.',0,0,0,1,0,1,1
amazon,'Reversible plug works great.',2,0,0,1,0,0,1
yelp,'I ordered the Voodoo pasta and it was the first time I\"d had really excellent pasta since going gluten free several years ago.',2,0,0,1,0,0,1
amazon,'You have to hold the phone at a particular angle for the other party to hear you clearly.',1,0,0,1,0,0,0
amazon,'As many people complained, I found this headset\"s microphone was very weak.',0,2,0,2,0,0,0
amazon,'First off the reception sucks, I have never had more than 2 bars, ever.',0,1,0,3,0,1,0
imdb,'It\"s like a bad two hour TV movie.',1,1,0,1,0,0,0
amazon,'Nice quality build, unlike some cheap s*** out there.',1,1,0,2,0,0,1
yelp,'The real disappointment was our waiter.',0,1,0,1,0,0,0
yelp,'I have eaten here multiple times, and each time the food was delicious.',1,0,0,2,0,0,1
amazon,'I am very impressed with this headset from Plantronics.',1,0,0,1,0,0,1
imdb,'The story itself is just predictable and lazy.',0,1,0,1,0,0,0
yelp,'Their rotating beers on tap is also a highlight of this place.',0,0,0,1,0,0,1
amazon,'stay away from this store, be careful.',0,0,0,2,0,0,0
imdb,'Avoid this film at all costs.',0,1,0,1,0,0,0
yelp,'This place lacked style!!',0,1,0,2,2,0,0
amazon,WORTHWHILE.,1,0,0,1,0,0,1
imdb,'I\"m translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.',1,1,0,1,0,0,0
yelp,'I\"m not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.',1,0,0,1,0,1,0
imdb,'As they say in Canada, This is the fun game, aye.',1,0,0,3,0,0,1
yelp,'We had so much to say about the place before we walked in that he expected it to be amazing, but was quickly disappointed.',1,1,0,2,0,0,0
amazon,'I\"ll be drivng along, and my headset starts ringing for no reason.',0,0,0,2,0,1,0
imdb,'An Italian reviewer called this \"a small, great film,\" and that\"s right.',2,0,0,3,0,0,1
imdb,'I was totally fascinated by the music, the dancing... everything.',0,0,0,5,0,0,1
yelp,'Went for lunch - service was slow.',0,1,0,1,0,0,0
yelp,'Service is quick and even \"to go\" orders are just like we like it!',2,0,0,1,1,0,1
amazon,'Very Displeased.',0,1,0,1,0,0,0
amazon,'Excellent sound quality.',1,0,0,1,0,0,1
yelp,'This place lacked style!!',0,1,0,2,2,0,0
amazon,'The \"1.2\" mega pixel camera, being a part of a phone, is reasonably good7.',1,0,0,4,0,0,1
imdb,'Exceptionally bad!',1,1,0,1,1,0,0
yelp,'I hate those things as much as cheap quality black olives.',0,2,0,1,0,0,0
amazon,'No real improvement.',1,0,0,1,0,1,0
imdb,'Every time he opened his mouth you expect to hear, \"you see kids...\" Pulling the plug was a mercy killing for this horrible show.',1,2,0,5,0,0,0
yelp,'Best Buffet in town, for the price you cannot beat it.',1,0,0,2,0,0,1
imdb,'The film is way too long.',0,0,0,1,0,0,0
yelp,'I probably won\"t be back, to be honest.',1,0,0,2,0,1,0
yelp,'I hope this place sticks around.',0,0,0,1,0,0,1
amazon,'The case is great and works fine with the 680.',3,0,0,1,0,0,1
imdb,'Actually, the graphics were good at the time.',1,0,0,2,0,0,1
amazon,'Does Not Work.',1,0,0,1,0,1,0
yelp,'Service is quick and friendly.',1,0,0,1,0,0,1
yelp,'I also decided not to send it back because our waitress looked like she was on the verge of having a heart attack.',1,1,0,1,0,1,0
imdb,'So for our enjoyment we get to see them run around, play games, and be dangerous.',1,1,0,3,0,0,1
amazon,'Appears to actually outperform the original battery from China that came with my V325i.',1,0,0,1,0,0,1
imdb,'Thanks good a movie like this was done and released.',2,0,0,1,0,0,1
imdb,'\"You\"ll love it!',1,0,0,1,1,0,1
yelp,'I just wanted to leave.',0,0,0,1,0,0,0
imdb,'This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.',1,2,0,1,0,0,0
yelp,'He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.',1,1,0,2,0,0,0
amazon,'Definitely a bargain.',1,0,0,1,0,0,1
amazon,'It\"s a great item.',1,0,0,1,0,0,1
amazon,'T-Mobile has the best customer service anywhere.',1,0,0,1,0,0,1
yelp,'I really enjoyed eating here.',1,0,0,1,0,0,1
amazon,'It was a great phone.',1,0,0,1,0,0,1
imdb,'Babie Bop is very cute.',1,0,0,1,0,0,1
imdb,'I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.',0,1,0,3,0,0,1
imdb,'Fans of the genre will be in heaven.',2,0,0,1,0,0,1
amazon,'Horrible, horrible protector.',0,2,0,2,0,0,0
imdb,'It is a very well acted and done TV Movie.',1,0,0,1,0,0,1
yelp,'Just as good as when I had it more than a year ago!',1,0,0,1,1,0,1
yelp,'Needless to say, we will never be back here again.',0,1,0,2,0,1,0
amazon,'WARNING - DO NOT BUY!!.',0,1,0,3,2,1,0
amazon,'This particular model would not work with my Motorola Q smartphone.',1,0,0,1,0,1,0
imdb,'If you see it, you should probably just leave it on the shelf.',0,0,0,2,0,0,0
amazon,'Good , works fine.',3,1,0,2,0,0,1
imdb,'It\"s too bad that everyone else involved didn\"t share Crowe\"s level of dedication to quality, for if they did, we\"d have a far better film on our hands than this sub-par mess.',1,3,0,3,0,1,0
imdb,'I don\"t know what happened in Season Five, what a mess.',0,1,0,2,0,1,0
yelp,'I don\"t know what the big deal is about this place, but I won\"t be back \"ya\"all\".',0,0,0,2,0,2,0
imdb,'If you act in such a film, you should be glad that you\"re gonna drift away from earth as far as possible!',1,0,0,2,1,0,0
yelp,'It was equally awful.',0,1,0,1,0,0,0
amazon,'And I just love the colors!',1,0,0,1,1,0,1
amazon,'I Was Hoping for More.',0,0,0,1,0,0,0
yelp,'I can\"t wait to go back.',0,0,0,1,0,1,1
amazon,'All three broke within two months of use.',0,1,0,1,0,0,0
yelp,'Just as good as when I had it more than a year ago!',1,0,0,1,1,0,1
amazon,'Nice Sound.',1,0,0,1,0,0,1
imdb,'Julian Fellowes has triumphed again.',0,0,0,1,0,0,1
amazon,'It is light, has plenty of battery capacity, and is very confortable to wear for somewhat extended periods of time.',0,0,0,3,0,0,1
imdb,'That\"s how I\"d describe this painfully dreary time-waster of a film.',0,2,0,1,0,0,0
yelp,'It was a bit too sweet, not really spicy enough, and lacked flavor.',2,1,0,3,0,1,0
yelp,'did not like at all.',1,0,0,1,0,1,0
imdb,'The scenery that the two daughters paint and photograph are beautiful.',1,0,0,1,0,0,1
imdb,'And the accents are absolutely abysmal!',0,1,0,1,1,0,0
yelp,'So they performed.',0,0,0,1,0,0,1
yelp,'We will not be coming back.',0,0,0,1,0,1,0
amazon,'I have tried these cables with my computer and my iPod and it works just fine.',2,0,0,1,0,0,1
yelp,'Everyone is very attentive, providing excellent customer service.',2,0,0,2,0,0,1
amazon,'I love this phone , It is very handy and has a lot of features .',2,2,0,2,0,0,1
amazon,'Just really good.. So far, probably the best BT headset I have ever had.',2,0,0,4,0,0,1
yelp,'Food arrived quickly!',0,0,0,1,1,0,1
imdb,'This movie does an excellent job of revealing the complexity of the task and the incredible challenges facing South Africa.',3,0,0,1,0,0,1
amazon,'I really like this product over the Motorola because it is allot clearer on the ear piece and the mic.',2,0,0,1,0,0,1
yelp,'She was quite disappointed although some blame needs to be placed at her door.',0,2,0,1,0,0,0
yelp,'I swung in to give them a try but was deeply disappointed.',0,1,0,1,0,0,0
amazon,'Great phone.',1,0,0,1,0,0,1
amazon,'I like the fact that it rests lightly against your ear, rather than inside.',1,0,0,2,0,0,1
imdb,'This is not movie-making.',0,0,0,1,0,1,0
yelp,'Thoroughly disappointed!',0,1,0,1,1,0,0
imdb,'Ursula Burton\"s portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.',1,1,0,1,0,0,1
yelp,'To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.',1,2,0,2,0,0,0
imdb,'Generally; it just lacked imagination.',0,1,0,1,0,0,0
yelp,'After two I felt disgusting.',0,1,0,1,0,0,0
yelp,'Cant say enough good things about this place.',2,0,0,1,0,0,1
imdb,') very bad performance plays Angela Bennett, a computer expert who is at home all the time.',0,1,0,2,0,0,0
amazon,'Motorola finally got the voice quality of a bluetooth headset right.',1,0,0,1,0,0,1
yelp,DELICIOUS!!,1,0,0,2,2,0,1
imdb,'I cannot believe that the actors agreed to do this \"film\".',0,0,0,1,0,0,0
amazon,'Doesn\"t work at all.. I bougth it for my L7c and its not working.',1,0,0,3,0,2,0
imdb,'An Italian reviewer called this \"a small, great film,\" and that\"s right.',2,0,0,3,0,0,1
amazon,'O my gosh the best phone I have ever had.',1,0,0,1,0,0,1
yelp,'Gave up trying to eat any of the crust (teeth still sore).',0,0,0,1,0,0,0
imdb,'Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.',0,0,0,3,0,0,1
imdb,'Secondly, Hitchcock pretty much perfected the thriller and chase movie.',1,0,0,2,0,0,1
amazon,'Poor sound quality.',0,1,0,1,0,0,0
imdb,'How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it\"s ALL wrong.',0,2,0,8,0,0,0
amazon,'I love being able to use one headset for both by land-line and cell.',1,0,0,1,0,0,1
yelp,'I ate there twice on my last visit, and especially enjoyed the salmon salad.',1,0,0,2,0,0,1
yelp,'The Burrittos Blah!',0,1,0,1,1,0,0
yelp,'Great place to relax and have an awesome burger and beer.',2,0,0,1,0,0,1
yelp,'The price is reasonable and the service is great.',2,0,0,1,0,0,1
yelp,'If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.',0,2,0,2,0,1,0
imdb,'I rather enjoyed it.',1,0,0,1,0,0,1
amazon,'lightweight and works well.',2,0,0,1,0,0,1
imdb,'This movie suffered because of the writing, it needed more suspense.',0,1,0,2,0,0,0
amazon,'Rip off---- Over charge shipping.',0,1,0,1,0,0,0
imdb,'The only thing really worth watching was the scenery and the house, because it is beautiful.',2,0,0,2,0,0,1
amazon,'I know that sounds funny, but to me it seemed like sketchy technology that wouldn\"t work well.Well, this one works great.',4,2,0,4,0,0,1
amazon,'Much less than the jawbone I was going to replace it with.',0,0,0,1,0,0,1
yelp,'Do not waste your money here!',0,1,0,1,1,1,0
yelp,'Service is quick and even \"to go\" orders are just like we like it!',2,0,0,1,1,0,1
imdb,'I think i was one of the people who found this another one of roth\"s pearls.',0,0,0,1,0,0,1
imdb,'A piece of cinematic garbage captured on celluloid.',0,1,0,1,0,0,0
amazon,'I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).',1,0,0,1,0,0,0
imdb,'I guess that nobody at the network that aired this dribble watched it before putting it on.',0,0,0,1,0,0,0
imdb,'I hate movies like that.',1,1,0,1,0,0,0
yelp,'I\"m not eating here!',0,0,0,1,1,1,0
amazon,'It is cheap, and it feel and look just as cheap.',0,2,0,2,0,0,0
imdb,'This movie is also revealing.',1,0,0,1,0,0,1
yelp,'Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.',2,2,0,2,0,0,0
yelp,'The descriptions said \"yum yum sauce\" and another said \"eel sauce\", yet another said \"spicy mayo\"...well NONE of the rolls had sauces on them.',0,0,0,5,0,0,0
amazon,'Display is excellent and camera is as good as any from that year.',2,0,0,1,0,0,1
imdb,'Why was this film made?',0,0,0,1,0,0,0
imdb,':) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.',1,1,0,2,0,0,1
yelp,'We\"d definitely go back here again.',0,0,0,1,0,0,1
imdb,'The film gives meaning to the phrase, \"Never in the history of human conflict has so much been owed by so many to so few.',0,1,0,2,0,0,1
imdb,'He is one of my favourite directors, and one of the most talented directors in the history of cinema.',1,0,0,2,0,0,1
yelp,'!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!',0,2,0,6,2,1,0
imdb,'And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn\"t understand where he is, what he is doing and why.',2,1,0,4,0,1,1
imdb,'I think that it is a must see older John Wayne film.',0,0,0,1,0,0,1
amazon,'The look of it is very sharp and the screen is nice and clear, with great graphics.',4,0,0,2,0,0,1
yelp,'Also, I feel like the chips are bought, not made in house.',1,0,0,3,0,1,0
imdb,'In other words, the content level of this film is enough to easily fill a dozen other films.',1,0,0,2,0,0,1
amazon,'I plugged it in only to find out not a darn thing worked.',1,0,0,1,0,1,0
imdb,'Bela Lugosi was totally extraneous, intoning odd lines.',0,2,0,2,0,0,0
yelp,'Won\"t go back.',0,0,0,1,0,1,0
imdb,'And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn\"t understand where he is, what he is doing and why.',2,1,0,4,0,1,1
amazon,'Works great!.',2,0,0,2,1,0,1
imdb,'His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!',2,0,0,1,1,0,1
imdb,'Started watching this but didn\"t believe in any of the characters.',0,0,0,1,0,1,0
imdb,'I liked the way Dustin Hoffman\"s character was ready to do just about everything to stay with his son.',2,0,0,1,0,0,1
imdb,'And the accents are absolutely abysmal!',0,1,0,1,1,0,0
yelp,'Will never, ever go back.',0,0,0,2,0,1,0
yelp,'Always a great time at Dos Gringos!',1,0,0,1,1,0,1
yelp,'A couple of months later, I returned and had an amazing meal.',1,0,0,2,0,0,1
yelp,'I\"ve lived here since 1979 and this was the first (and last) time I\"ve stepped foot into this place.',0,0,0,1,0,0,0
amazon,'While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.',1,2,0,2,0,0,0
imdb,'The result is a film that just don\"t look right.',1,0,0,1,0,1,0
imdb,'Ursula Burton\"s portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.',1,1,0,1,0,0,1
amazon,'This product is ideal for people like me whose ears are very sensitive.',3,0,0,1,0,0,1
imdb,'But the premise of the film was so ridiculous: that the President of the U.S.',0,0,0,2,0,0,0
imdb,'Very little music or anything to speak of.',0,0,1,1,0,0,0
imdb,'At a time when it seems that film animation has been dominated by Disney/Pixar\"s CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.',6,0,0,2,0,0,1
amazon,'This item is great, installed it, let it charged up overnite and it has been working good every since with no problems',2,1,0,2,0,1,1
yelp,'The service was poor and thats being nice.',1,1,0,1,0,0,0
yelp,'We won\"t be going back anytime soon!',0,0,0,1,1,1,0
